Episode: 0, step: 9, Pop: 7/5, Epsilon: 1.00, Mean Loss: 60.99, Median Loss: 60.99, Std Loss: 60.99, Mean Reward: 0.44, Median Reward: 2.00, Std Reward: 37.50
Episode: 278, step: 9, Pop: 7/5, Epsilon: 0.31, Mean Loss: 56.91, Median Loss: 56.91, Std Loss: 56.91, Mean Reward: -0.11, Median Reward: 2.00, Std Reward: -9.10
Episode: 279, step: 9, Pop: 7/5, Epsilon: 0.30, Mean Loss: 31.44, Median Loss: 31.44, Std Loss: 31.44, Mean Reward: 3.27, Median Reward: 2.00, Std Reward: 255.20
Episode: 280, step: 9, Pop: 6/5, Epsilon: 0.30, Mean Loss: 62.40, Median Loss: 62.40, Std Loss: 62.40, Mean Reward: 0.03, Median Reward: 2.00, Std Reward: 3.00
Episode: 281, step: 9, Pop: 8/5, Epsilon: 0.30, Mean Loss: 45.87, Median Loss: 45.87, Std Loss: 45.87, Mean Reward: 0.77, Median Reward: 2.00, Std Reward: 68.50
Episode: 282, step: 9, Pop: 6/5, Epsilon: 0.30, Mean Loss: 60.27, Median Loss: 60.27, Std Loss: 60.27, Mean Reward: 1.10, Median Reward: 2.00, Std Reward: 90.60
Episode: 283, step: 9, Pop: 5/5, Epsilon: 0.30, Mean Loss: 44.37, Median Loss: 44.37, Std Loss: 44.37, Mean Reward: -1.94, Median Reward: 0.00, Std Reward: -126.00
Episode: 284, step: 9, Pop: 9/5, Epsilon: 0.30, Mean Loss: 35.80, Median Loss: 35.80, Std Loss: 35.80, Mean Reward: -2.61, Median Reward: -6.00, Std Reward: -253.30
Episode: 285, step: 9, Pop: 7/5, Epsilon: 0.30, Mean Loss: 55.69, Median Loss: 55.69, Std Loss: 55.69, Mean Reward: 1.08, Median Reward: 2.00, Std Reward: 89.70
Episode: 286, step: 9, Pop: 5/5, Epsilon: 0.29, Mean Loss: 45.38, Median Loss: 45.38, Std Loss: 45.38, Mean Reward: 2.13, Median Reward: 2.00, Std Reward: 157.70
Episode: 287, step: 9, Pop: 6/5, Epsilon: 0.29, Mean Loss: 41.64, Median Loss: 41.64, Std Loss: 41.64, Mean Reward: -1.65, Median Reward: 0.00, Std Reward: -107.00
Episode: 288, step: 9, Pop: 5/5, Epsilon: 0.29, Mean Loss: 57.00, Median Loss: 57.00, Std Loss: 57.00, Mean Reward: -2.12, Median Reward: 0.00, Std Reward: -140.10
Episode: 289, step: 9, Pop: 8/5, Epsilon: 0.29, Mean Loss: 57.93, Median Loss: 57.93, Std Loss: 57.93, Mean Reward: 1.69, Median Reward: 2.00, Std Reward: 152.50
Episode: 290, step: 9, Pop: 6/5, Epsilon: 0.29, Mean Loss: 56.15, Median Loss: 56.15, Std Loss: 56.15, Mean Reward: -0.61, Median Reward: 0.00, Std Reward: -43.00
Episode: 291, step: 9, Pop: 7/5, Epsilon: 0.29, Mean Loss: 35.46, Median Loss: 35.46, Std Loss: 35.46, Mean Reward: 2.52, Median Reward: 2.00, Std Reward: 198.70
Episode: 292, step: 9, Pop: 7/5, Epsilon: 0.29, Mean Loss: 55.03, Median Loss: 55.03, Std Loss: 55.03, Mean Reward: 0.11, Median Reward: 2.00, Std Reward: 10.10
Episode: 293, step: 9, Pop: 6/5, Epsilon: 0.29, Mean Loss: 38.55, Median Loss: 38.55, Std Loss: 38.55, Mean Reward: 0.17, Median Reward: 0.00, Std Reward: 13.30
Episode: 294, step: 9, Pop: 6/5, Epsilon: 0.29, Mean Loss: 36.46, Median Loss: 36.46, Std Loss: 36.46, Mean Reward: 0.44, Median Reward: 2.00, Std Reward: 28.00
Episode: 295, step: 9, Pop: 6/5, Epsilon: 0.28, Mean Loss: 70.14, Median Loss: 70.14, Std Loss: 70.14, Mean Reward: 0.34, Median Reward: 2.00, Std Reward: 26.40
Episode: 296, step: 9, Pop: 6/5, Epsilon: 0.28, Mean Loss: 38.87, Median Loss: 38.87, Std Loss: 38.87, Mean Reward: 4.11, Median Reward: 4.00, Std Reward: 312.30
Episode: 297, step: 9, Pop: 5/5, Epsilon: 0.28, Mean Loss: 33.94, Median Loss: 33.94, Std Loss: 33.94, Mean Reward: 1.39, Median Reward: 2.00, Std Reward: 80.90
Episode: 298, step: 9, Pop: 5/5, Epsilon: 0.28, Mean Loss: 54.48, Median Loss: 54.48, Std Loss: 54.48, Mean Reward: 1.94, Median Reward: 0.00, Std Reward: 141.80
Episode: 299, step: 9, Pop: 6/5, Epsilon: 0.28, Mean Loss: 31.71, Median Loss: 31.71, Std Loss: 31.71, Mean Reward: 2.13, Median Reward: 2.00, Std Reward: 176.50
Episode: 300, step: 9, Pop: 7/5, Epsilon: 0.28, Mean Loss: 40.97, Median Loss: 40.97, Std Loss: 40.97, Mean Reward: 2.64, Median Reward: 2.00, Std Reward: 213.80
Episode: 301, step: 9, Pop: 3/5, Epsilon: 0.28, Mean Loss: 68.42, Median Loss: 68.42, Std Loss: 68.42, Mean Reward: 0.05, Median Reward: 0.00, Std Reward: 2.90
Episode: 302, step: 9, Pop: 7/5, Epsilon: 0.28, Mean Loss: 43.23, Median Loss: 43.23, Std Loss: 43.23, Mean Reward: 1.70, Median Reward: 2.00, Std Reward: 132.50
Episode: 303, step: 9, Pop: 6/5, Epsilon: 0.28, Mean Loss: 32.25, Median Loss: 32.25, Std Loss: 32.25, Mean Reward: 3.99, Median Reward: 4.00, Std Reward: 275.30
Episode: 304, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 52.06, Median Loss: 52.06, Std Loss: 52.06, Mean Reward: 2.12, Median Reward: 4.00, Std Reward: 184.50
Episode: 305, step: 9, Pop: 8/5, Epsilon: 0.27, Mean Loss: 49.63, Median Loss: 49.63, Std Loss: 49.63, Mean Reward: -0.96, Median Reward: 0.00, Std Reward: -81.80
Episode: 306, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 43.11, Median Loss: 43.11, Std Loss: 43.11, Mean Reward: -0.17, Median Reward: 0.00, Std Reward: -14.80
Episode: 307, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 35.13, Median Loss: 35.13, Std Loss: 35.13, Mean Reward: 1.17, Median Reward: 2.00, Std Reward: 101.50
Episode: 308, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 63.10, Median Loss: 63.10, Std Loss: 63.10, Mean Reward: 1.14, Median Reward: 2.00, Std Reward: 101.10
Episode: 309, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 40.46, Median Loss: 40.46, Std Loss: 40.46, Mean Reward: -0.73, Median Reward: 0.00, Std Reward: -54.20
Episode: 310, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 59.07, Median Loss: 59.07, Std Loss: 59.07, Mean Reward: 2.40, Median Reward: 2.00, Std Reward: 194.80
Episode: 311, step: 9, Pop: 7/5, Epsilon: 0.27, Mean Loss: 41.30, Median Loss: 41.30, Std Loss: 41.30, Mean Reward: 3.06, Median Reward: 2.00, Std Reward: 223.40
Episode: 312, step: 9, Pop: 8/5, Epsilon: 0.26, Mean Loss: 53.50, Median Loss: 53.50, Std Loss: 53.50, Mean Reward: 1.23, Median Reward: 2.00, Std Reward: 111.10
Episode: 313, step: 9, Pop: 5/5, Epsilon: 0.26, Mean Loss: 35.15, Median Loss: 35.15, Std Loss: 35.15, Mean Reward: 1.59, Median Reward: 2.00, Std Reward: 119.20
Episode: 314, step: 9, Pop: 5/5, Epsilon: 0.26, Mean Loss: 35.79, Median Loss: 35.79, Std Loss: 35.79, Mean Reward: 0.87, Median Reward: 2.00, Std Reward: 67.00
Episode: 315, step: 9, Pop: 9/5, Epsilon: 0.26, Mean Loss: 56.01, Median Loss: 56.01, Std Loss: 56.01, Mean Reward: 1.95, Median Reward: 2.00, Std Reward: 188.80
Episode: 316, step: 9, Pop: 7/5, Epsilon: 0.26, Mean Loss: 53.14, Median Loss: 53.14, Std Loss: 53.14, Mean Reward: 1.61, Median Reward: 2.00, Std Reward: 128.50
Episode: 317, step: 9, Pop: 8/5, Epsilon: 0.26, Mean Loss: 59.43, Median Loss: 59.43, Std Loss: 59.43, Mean Reward: 2.47, Median Reward: 2.00, Std Reward: 222.40
Episode: 318, step: 9, Pop: 7/5, Epsilon: 0.26, Mean Loss: 56.16, Median Loss: 56.16, Std Loss: 56.16, Mean Reward: 3.23, Median Reward: 2.00, Std Reward: 281.00
Episode: 319, step: 9, Pop: 9/5, Epsilon: 0.26, Mean Loss: 45.34, Median Loss: 45.34, Std Loss: 45.34, Mean Reward: 2.32, Median Reward: 2.00, Std Reward: 211.10
Episode: 320, step: 9, Pop: 8/5, Epsilon: 0.26, Mean Loss: 62.70, Median Loss: 62.70, Std Loss: 62.70, Mean Reward: 0.50, Median Reward: 2.00, Std Reward: 45.10
Episode: 321, step: 9, Pop: 7/5, Epsilon: 0.26, Mean Loss: 26.10, Median Loss: 26.10, Std Loss: 26.10, Mean Reward: 4.98, Median Reward: 4.00, Std Reward: 373.40
Episode: 322, step: 9, Pop: 9/5, Epsilon: 0.25, Mean Loss: 47.47, Median Loss: 47.47, Std Loss: 47.47, Mean Reward: 1.55, Median Reward: 2.00, Std Reward: 146.00
Episode: 323, step: 9, Pop: 6/5, Epsilon: 0.25, Mean Loss: 55.62, Median Loss: 55.62, Std Loss: 55.62, Mean Reward: 1.31, Median Reward: 2.00, Std Reward: 103.40
Episode: 324, step: 9, Pop: 7/5, Epsilon: 0.25, Mean Loss: 49.22, Median Loss: 49.22, Std Loss: 49.22, Mean Reward: 1.43, Median Reward: 2.00, Std Reward: 125.70
Episode: 325, step: 9, Pop: 6/5, Epsilon: 0.25, Mean Loss: 47.01, Median Loss: 47.01, Std Loss: 47.01, Mean Reward: 1.08, Median Reward: 2.00, Std Reward: 81.00
Episode: 326, step: 9, Pop: 7/5, Epsilon: 0.25, Mean Loss: 32.76, Median Loss: 32.76, Std Loss: 32.76, Mean Reward: -0.89, Median Reward: 0.00, Std Reward: -64.30
Episode: 327, step: 9, Pop: 5/5, Epsilon: 0.25, Mean Loss: 38.93, Median Loss: 38.93, Std Loss: 38.93, Mean Reward: 1.13, Median Reward: 2.00, Std Reward: 70.00
Episode: 328, step: 9, Pop: 8/5, Epsilon: 0.25, Mean Loss: 37.56, Median Loss: 37.56, Std Loss: 37.56, Mean Reward: 2.43, Median Reward: 2.00, Std Reward: 221.20
Episode: 329, step: 9, Pop: 4/5, Epsilon: 0.25, Mean Loss: 48.58, Median Loss: 48.58, Std Loss: 48.58, Mean Reward: -0.23, Median Reward: 2.00, Std Reward: -14.10
Episode: 330, step: 9, Pop: 8/5, Epsilon: 0.25, Mean Loss: 54.18, Median Loss: 54.18, Std Loss: 54.18, Mean Reward: 1.04, Median Reward: 2.00, Std Reward: 90.70
Episode: 331, step: 9, Pop: 7/5, Epsilon: 0.24, Mean Loss: 46.10, Median Loss: 46.10, Std Loss: 46.10, Mean Reward: 0.22, Median Reward: 2.00, Std Reward: 19.00
Episode: 332, step: 9, Pop: 8/5, Epsilon: 0.24, Mean Loss: 35.06, Median Loss: 35.06, Std Loss: 35.06, Mean Reward: 2.15, Median Reward: 2.00, Std Reward: 202.10
Episode: 333, step: 9, Pop: 8/5, Epsilon: 0.24, Mean Loss: 48.01, Median Loss: 48.01, Std Loss: 48.01, Mean Reward: 0.88, Median Reward: 2.00, Std Reward: 78.50
Episode: 334, step: 9, Pop: 7/5, Epsilon: 0.24, Mean Loss: 65.76, Median Loss: 65.76, Std Loss: 65.76, Mean Reward: 0.96, Median Reward: 2.00, Std Reward: 81.80
Episode: 335, step: 9, Pop: 5/5, Epsilon: 0.24, Mean Loss: 51.17, Median Loss: 51.17, Std Loss: 51.17, Mean Reward: 0.45, Median Reward: 2.00, Std Reward: 33.50
Episode: 336, step: 9, Pop: 5/5, Epsilon: 0.24, Mean Loss: 39.72, Median Loss: 39.72, Std Loss: 39.72, Mean Reward: 1.15, Median Reward: 2.00, Std Reward: 81.30
Episode: 337, step: 9, Pop: 5/5, Epsilon: 0.24, Mean Loss: 31.20, Median Loss: 31.20, Std Loss: 31.20, Mean Reward: 2.63, Median Reward: 2.00, Std Reward: 191.80
Episode: 338, step: 9, Pop: 9/5, Epsilon: 0.24, Mean Loss: 40.46, Median Loss: 40.46, Std Loss: 40.46, Mean Reward: 2.36, Median Reward: 2.00, Std Reward: 212.60
Episode: 339, step: 9, Pop: 6/5, Epsilon: 0.24, Mean Loss: 42.75, Median Loss: 42.75, Std Loss: 42.75, Mean Reward: 0.93, Median Reward: 2.00, Std Reward: 77.90
Episode: 340, step: 9, Pop: 9/5, Epsilon: 0.24, Mean Loss: 32.23, Median Loss: 32.23, Std Loss: 32.23, Mean Reward: 3.38, Median Reward: 4.00, Std Reward: 328.10
Episode: 341, step: 9, Pop: 6/5, Epsilon: 0.23, Mean Loss: 39.49, Median Loss: 39.49, Std Loss: 39.49, Mean Reward: 2.13, Median Reward: 2.00, Std Reward: 168.30
Episode: 342, step: 9, Pop: 7/5, Epsilon: 0.23, Mean Loss: 48.21, Median Loss: 48.21, Std Loss: 48.21, Mean Reward: 0.97, Median Reward: 2.00, Std Reward: 77.40
Episode: 343, step: 9, Pop: 5/5, Epsilon: 0.23, Mean Loss: 51.13, Median Loss: 51.13, Std Loss: 51.13, Mean Reward: 0.74, Median Reward: 0.00, Std Reward: 47.80
Episode: 344, step: 9, Pop: 5/5, Epsilon: 0.23, Mean Loss: 32.09, Median Loss: 32.09, Std Loss: 32.09, Mean Reward: 2.42, Median Reward: 2.00, Std Reward: 167.30
Episode: 345, step: 9, Pop: 7/5, Epsilon: 0.23, Mean Loss: 47.75, Median Loss: 47.75, Std Loss: 47.75, Mean Reward: 1.54, Median Reward: 2.00, Std Reward: 118.90
Episode: 346, step: 9, Pop: 5/5, Epsilon: 0.23, Mean Loss: 26.50, Median Loss: 26.50, Std Loss: 26.50, Mean Reward: 0.59, Median Reward: 2.00, Std Reward: 41.40
Episode: 347, step: 9, Pop: 6/5, Epsilon: 0.23, Mean Loss: 73.06, Median Loss: 73.06, Std Loss: 73.06, Mean Reward: -0.03, Median Reward: 2.00, Std Reward: -2.00
Episode: 348, step: 9, Pop: 5/5, Epsilon: 0.23, Mean Loss: 48.79, Median Loss: 48.79, Std Loss: 48.79, Mean Reward: 1.85, Median Reward: 2.00, Std Reward: 116.30
Episode: 349, step: 9, Pop: 9/5, Epsilon: 0.23, Mean Loss: 54.48, Median Loss: 54.48, Std Loss: 54.48, Mean Reward: 2.38, Median Reward: 2.00, Std Reward: 230.90
Episode: 350, step: 9, Pop: 6/5, Epsilon: 0.23, Mean Loss: 50.48, Median Loss: 50.48, Std Loss: 50.48, Mean Reward: 2.05, Median Reward: 2.00, Std Reward: 163.80
Episode: 351, step: 9, Pop: 4/5, Epsilon: 0.22, Mean Loss: 36.26, Median Loss: 36.26, Std Loss: 36.26, Mean Reward: 0.04, Median Reward: 0.00, Std Reward: 2.80
Episode: 352, step: 9, Pop: 7/5, Epsilon: 0.22, Mean Loss: 62.56, Median Loss: 62.56, Std Loss: 62.56, Mean Reward: 1.33, Median Reward: 2.00, Std Reward: 114.00
Episode: 353, step: 9, Pop: 5/5, Epsilon: 0.22, Mean Loss: 53.05, Median Loss: 53.05, Std Loss: 53.05, Mean Reward: 0.57, Median Reward: 2.00, Std Reward: 40.00
Episode: 354, step: 9, Pop: 6/5, Epsilon: 0.22, Mean Loss: 36.92, Median Loss: 36.92, Std Loss: 36.92, Mean Reward: 2.85, Median Reward: 2.00, Std Reward: 208.10
Episode: 355, step: 9, Pop: 2/5, Epsilon: 0.22, Mean Loss: 44.30, Median Loss: 44.30, Std Loss: 44.30, Mean Reward: -1.39, Median Reward: 0.00, Std Reward: -78.10
Episode: 356, step: 9, Pop: 4/5, Epsilon: 0.22, Mean Loss: 52.53, Median Loss: 52.53, Std Loss: 52.53, Mean Reward: 0.24, Median Reward: 0.00, Std Reward: 12.60
Episode: 357, step: 9, Pop: 8/5, Epsilon: 0.22, Mean Loss: 36.78, Median Loss: 36.78, Std Loss: 36.78, Mean Reward: 4.74, Median Reward: 4.00, Std Reward: 417.40
Episode: 358, step: 9, Pop: 4/5, Epsilon: 0.22, Mean Loss: 43.24, Median Loss: 43.24, Std Loss: 43.24, Mean Reward: 1.28, Median Reward: 2.00, Std Reward: 97.20
Episode: 359, step: 9, Pop: 8/5, Epsilon: 0.22, Mean Loss: 44.16, Median Loss: 44.16, Std Loss: 44.16, Mean Reward: -0.48, Median Reward: 0.00, Std Reward: -42.00
Episode: 360, step: 9, Pop: 5/5, Epsilon: 0.22, Mean Loss: 46.67, Median Loss: 46.67, Std Loss: 46.67, Mean Reward: 0.34, Median Reward: 0.00, Std Reward: 22.10
Episode: 361, step: 9, Pop: 4/5, Epsilon: 0.22, Mean Loss: 51.03, Median Loss: 51.03, Std Loss: 51.03, Mean Reward: 0.47, Median Reward: 2.00, Std Reward: 38.30
Episode: 362, step: 9, Pop: 7/5, Epsilon: 0.22, Mean Loss: 61.02, Median Loss: 61.02, Std Loss: 61.02, Mean Reward: 0.06, Median Reward: 2.00, Std Reward: 5.00
Episode: 363, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 48.17, Median Loss: 48.17, Std Loss: 48.17, Mean Reward: 2.66, Median Reward: 2.00, Std Reward: 231.60
Episode: 364, step: 9, Pop: 6/5, Epsilon: 0.21, Mean Loss: 50.21, Median Loss: 50.21, Std Loss: 50.21, Mean Reward: 0.38, Median Reward: 0.00, Std Reward: 24.80
Episode: 365, step: 9, Pop: 5/5, Epsilon: 0.21, Mean Loss: 44.50, Median Loss: 44.50, Std Loss: 44.50, Mean Reward: 2.16, Median Reward: 2.00, Std Reward: 129.80
Episode: 366, step: 9, Pop: 7/5, Epsilon: 0.21, Mean Loss: 62.38, Median Loss: 62.38, Std Loss: 62.38, Mean Reward: 2.00, Median Reward: 2.00, Std Reward: 169.60
Episode: 367, step: 9, Pop: 5/5, Epsilon: 0.21, Mean Loss: 37.48, Median Loss: 37.48, Std Loss: 37.48, Mean Reward: 0.78, Median Reward: 0.00, Std Reward: 59.10
Episode: 368, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 44.68, Median Loss: 44.68, Std Loss: 44.68, Mean Reward: 3.92, Median Reward: 4.00, Std Reward: 321.50
Episode: 369, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 44.35, Median Loss: 44.35, Std Loss: 44.35, Mean Reward: 0.84, Median Reward: 0.00, Std Reward: 74.80
Episode: 370, step: 9, Pop: 6/5, Epsilon: 0.21, Mean Loss: 63.63, Median Loss: 63.63, Std Loss: 63.63, Mean Reward: 2.79, Median Reward: 2.00, Std Reward: 206.50
Episode: 371, step: 9, Pop: 6/5, Epsilon: 0.21, Mean Loss: 39.01, Median Loss: 39.01, Std Loss: 39.01, Mean Reward: 2.06, Median Reward: 2.00, Std Reward: 148.00
Episode: 372, step: 9, Pop: 6/5, Epsilon: 0.21, Mean Loss: 51.56, Median Loss: 51.56, Std Loss: 51.56, Mean Reward: 3.07, Median Reward: 2.00, Std Reward: 208.70
Episode: 373, step: 9, Pop: 8/5, Epsilon: 0.21, Mean Loss: 37.92, Median Loss: 37.92, Std Loss: 37.92, Mean Reward: 4.35, Median Reward: 4.00, Std Reward: 400.30
Episode: 374, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 40.98, Median Loss: 40.98, Std Loss: 40.98, Mean Reward: 2.34, Median Reward: 2.00, Std Reward: 191.90
Episode: 375, step: 9, Pop: 10/5, Epsilon: 0.20, Mean Loss: 45.86, Median Loss: 45.86, Std Loss: 45.86, Mean Reward: 1.99, Median Reward: 2.00, Std Reward: 199.10
Episode: 376, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 36.69, Median Loss: 36.69, Std Loss: 36.69, Mean Reward: 3.54, Median Reward: 2.00, Std Reward: 275.90
Episode: 377, step: 9, Pop: 8/5, Epsilon: 0.20, Mean Loss: 56.20, Median Loss: 56.20, Std Loss: 56.20, Mean Reward: 1.22, Median Reward: 2.00, Std Reward: 113.00
Episode: 378, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 41.20, Median Loss: 41.20, Std Loss: 41.20, Mean Reward: 1.73, Median Reward: 2.00, Std Reward: 152.10
Episode: 379, step: 9, Pop: 7/5, Epsilon: 0.20, Mean Loss: 45.01, Median Loss: 45.01, Std Loss: 45.01, Mean Reward: -1.38, Median Reward: 0.00, Std Reward: -109.00
Episode: 380, step: 9, Pop: 8/5, Epsilon: 0.20, Mean Loss: 35.76, Median Loss: 35.76, Std Loss: 35.76, Mean Reward: 4.48, Median Reward: 4.70, Std Reward: 394.00
Episode: 381, step: 9, Pop: 8/5, Epsilon: 0.20, Mean Loss: 41.83, Median Loss: 41.83, Std Loss: 41.83, Mean Reward: 1.13, Median Reward: 2.00, Std Reward: 102.00
Episode: 382, step: 9, Pop: 6/5, Epsilon: 0.20, Mean Loss: 54.38, Median Loss: 54.38, Std Loss: 54.38, Mean Reward: 2.09, Median Reward: 2.00, Std Reward: 154.60
Episode: 383, step: 9, Pop: 6/5, Epsilon: 0.20, Mean Loss: 39.40, Median Loss: 39.40, Std Loss: 39.40, Mean Reward: 0.57, Median Reward: 2.00, Std Reward: 44.50
Episode: 384, step: 9, Pop: 8/5, Epsilon: 0.20, Mean Loss: 47.35, Median Loss: 47.35, Std Loss: 47.35, Mean Reward: 2.25, Median Reward: 2.00, Std Reward: 188.80
Episode: 385, step: 9, Pop: 5/5, Epsilon: 0.20, Mean Loss: 29.12, Median Loss: 29.12, Std Loss: 29.12, Mean Reward: 0.70, Median Reward: 2.00, Std Reward: 50.00
Episode: 386, step: 9, Pop: 6/5, Epsilon: 0.19, Mean Loss: 41.43, Median Loss: 41.43, Std Loss: 41.43, Mean Reward: 2.34, Median Reward: 2.00, Std Reward: 170.70
Episode: 387, step: 9, Pop: 7/5, Epsilon: 0.19, Mean Loss: 40.97, Median Loss: 40.97, Std Loss: 40.97, Mean Reward: 3.28, Median Reward: 2.00, Std Reward: 252.30
Episode: 388, step: 9, Pop: 7/5, Epsilon: 0.19, Mean Loss: 53.72, Median Loss: 53.72, Std Loss: 53.72, Mean Reward: 3.11, Median Reward: 2.00, Std Reward: 286.00
Episode: 389, step: 9, Pop: 8/5, Epsilon: 0.19, Mean Loss: 44.99, Median Loss: 44.99, Std Loss: 44.99, Mean Reward: 1.25, Median Reward: 2.00, Std Reward: 114.20
Episode: 390, step: 9, Pop: 4/5, Epsilon: 0.19, Mean Loss: 44.55, Median Loss: 44.55, Std Loss: 44.55, Mean Reward: 2.11, Median Reward: 2.00, Std Reward: 124.40
Episode: 391, step: 9, Pop: 7/5, Epsilon: 0.19, Mean Loss: 49.72, Median Loss: 49.72, Std Loss: 49.72, Mean Reward: 1.50, Median Reward: 2.00, Std Reward: 124.90
Episode: 392, step: 9, Pop: 8/5, Epsilon: 0.19, Mean Loss: 52.04, Median Loss: 52.04, Std Loss: 52.04, Mean Reward: 0.09, Median Reward: 2.00, Std Reward: 7.40
Episode: 393, step: 9, Pop: 8/5, Epsilon: 0.19, Mean Loss: 36.77, Median Loss: 36.77, Std Loss: 36.77, Mean Reward: 2.29, Median Reward: 2.00, Std Reward: 206.50
Episode: 394, step: 9, Pop: 5/5, Epsilon: 0.19, Mean Loss: 58.52, Median Loss: 58.52, Std Loss: 58.52, Mean Reward: 2.41, Median Reward: 2.00, Std Reward: 168.90
Episode: 395, step: 9, Pop: 8/5, Epsilon: 0.19, Mean Loss: 36.94, Median Loss: 36.94, Std Loss: 36.94, Mean Reward: 2.13, Median Reward: 2.00, Std Reward: 183.30
Episode: 396, step: 9, Pop: 5/5, Epsilon: 0.19, Mean Loss: 40.95, Median Loss: 40.95, Std Loss: 40.95, Mean Reward: 0.58, Median Reward: 2.00, Std Reward: 33.30
Episode: 397, step: 9, Pop: 8/5, Epsilon: 0.19, Mean Loss: 47.36, Median Loss: 47.36, Std Loss: 47.36, Mean Reward: 3.45, Median Reward: 2.00, Std Reward: 297.00
Episode: 398, step: 9, Pop: 7/5, Epsilon: 0.19, Mean Loss: 43.75, Median Loss: 43.75, Std Loss: 43.75, Mean Reward: 1.29, Median Reward: 2.00, Std Reward: 93.20
Episode: 399, step: 9, Pop: 8/5, Epsilon: 0.18, Mean Loss: 48.64, Median Loss: 48.64, Std Loss: 48.64, Mean Reward: 0.45, Median Reward: 2.00, Std Reward: 36.90
Episode: 400, step: 9, Pop: 8/5, Epsilon: 0.18, Mean Loss: 35.21, Median Loss: 35.21, Std Loss: 35.21, Mean Reward: 1.79, Median Reward: 2.00, Std Reward: 161.30
Episode: 401, step: 9, Pop: 7/5, Epsilon: 0.18, Mean Loss: 31.23, Median Loss: 31.23, Std Loss: 31.23, Mean Reward: 2.90, Median Reward: 2.00, Std Reward: 229.00
Episode: 402, step: 9, Pop: 6/5, Epsilon: 0.18, Mean Loss: 52.64, Median Loss: 52.64, Std Loss: 52.64, Mean Reward: 2.71, Median Reward: 2.00, Std Reward: 189.90
Episode: 403, step: 9, Pop: 7/5, Epsilon: 0.18, Mean Loss: 55.14, Median Loss: 55.14, Std Loss: 55.14, Mean Reward: 1.41, Median Reward: 1.00, Std Reward: 115.70
Episode: 404, step: 9, Pop: 5/5, Epsilon: 0.18, Mean Loss: 45.64, Median Loss: 45.64, Std Loss: 45.64, Mean Reward: 2.04, Median Reward: 2.00, Std Reward: 140.50
Episode: 405, step: 9, Pop: 4/5, Epsilon: 0.18, Mean Loss: 53.06, Median Loss: 53.06, Std Loss: 53.06, Mean Reward: 2.09, Median Reward: 2.00, Std Reward: 156.50
Episode: 406, step: 9, Pop: 6/5, Epsilon: 0.18, Mean Loss: 62.05, Median Loss: 62.05, Std Loss: 62.05, Mean Reward: 1.30, Median Reward: 2.00, Std Reward: 87.00
Episode: 407, step: 9, Pop: 4/5, Epsilon: 0.18, Mean Loss: 38.93, Median Loss: 38.93, Std Loss: 38.93, Mean Reward: 2.39, Median Reward: 2.00, Std Reward: 174.50
Episode: 408, step: 9, Pop: 7/5, Epsilon: 0.18, Mean Loss: 42.33, Median Loss: 42.33, Std Loss: 42.33, Mean Reward: 2.21, Median Reward: 2.00, Std Reward: 181.20
Episode: 409, step: 9, Pop: 7/5, Epsilon: 0.18, Mean Loss: 55.29, Median Loss: 55.29, Std Loss: 55.29, Mean Reward: 2.22, Median Reward: 2.00, Std Reward: 195.50
Episode: 410, step: 9, Pop: 5/5, Epsilon: 0.18, Mean Loss: 48.59, Median Loss: 48.59, Std Loss: 48.59, Mean Reward: -0.64, Median Reward: 0.00, Std Reward: -41.00
Episode: 411, step: 9, Pop: 5/5, Epsilon: 0.18, Mean Loss: 47.10, Median Loss: 47.10, Std Loss: 47.10, Mean Reward: 0.89, Median Reward: 2.00, Std Reward: 59.00
Episode: 412, step: 9, Pop: 4/5, Epsilon: 0.17, Mean Loss: 26.36, Median Loss: 26.36, Std Loss: 26.36, Mean Reward: -2.07, Median Reward: -2.50, Std Reward: -120.20
Episode: 413, step: 9, Pop: 5/5, Epsilon: 0.17, Mean Loss: 38.43, Median Loss: 38.43, Std Loss: 38.43, Mean Reward: 1.27, Median Reward: 2.00, Std Reward: 107.00
Episode: 414, step: 9, Pop: 7/5, Epsilon: 0.17, Mean Loss: 43.31, Median Loss: 43.31, Std Loss: 43.31, Mean Reward: -0.75, Median Reward: 0.00, Std Reward: -64.50
Episode: 415, step: 9, Pop: 4/5, Epsilon: 0.17, Mean Loss: 30.37, Median Loss: 30.37, Std Loss: 30.37, Mean Reward: -0.43, Median Reward: 0.00, Std Reward: -28.70
Episode: 416, step: 9, Pop: 3/5, Epsilon: 0.17, Mean Loss: 34.54, Median Loss: 34.54, Std Loss: 34.54, Mean Reward: 1.39, Median Reward: 2.00, Std Reward: 84.90
